"league = World: FIFA World Cup","league = Europe: Euro","league = South America: Copa America","team_1","team_2","avgRat_team1","avgRat_team2","avgAge_team1","avgAge_team2","team1_Population","team1_GDP","team1_avg_years_of_schooling","team2_Population","team2_GDP","team2_avg_years_of_schooling","result"
1.0,0.0,0.0,17.0,17.0,5.0194882444768165,2.4285276626326158,2.917615108064232,0.7904664799876487,0.10369067613384421,0.6276711250737204,0.1024027134805039,0.03682694456366122,-0.7355902963563622,0.7928503578316173,"Team1_Win"
1.0,0.0,0.0,2.0,20.0,5.318315012812962,4.368234879616989,-6.245225371461307,2.417109677107743,0.12468522247343303,1.113887786251726,1.0806461331794515,-0.25401859152075007,0.03759907618668984,-0.4846867235359294,"Draw"
1.0,0.0,0.0,18.0,14.0,5.6041493132204305,5.965237640384645,3.560621481504562,5.9957247032893966,1.1187330321726139,-0.5943374699803192,-0.9469608150256368,0.17188580903289108,0.7745677885061357,0.47884177785348664,"Team2_Win"
1.0,0.0,0.0,0.0,9.0,5.097443053543023,5.314099175937541,-3.1909451992951667,2.905102625019927,0.2919184543593441,0.7524248209880503,1.542242993226141,0.12790243568094958,0.6442642716762913,0.12012110659586121,"Team2_Win"
1.0,0.0,0.0,16.0,14.0,4.123007939468376,5.965237640384645,2.435360355713649,5.9957247032893966,-0.2662148412343915,0.022919308434121672,-0.5034859057807802,0.17188580903289108,0.7745677885061357,0.47884177785348664,"Team2_Win"
1.0,0.0,0.0,0.0,20.0,5.097443053543023,4.368234879616989,-3.1909451992951667,2.417109677107743,0.2919184543593441,0.7524248209880503,1.542242993226141,-0.25401859152075007,0.03759907618668984,-0.4846867235359294,"Team1_Win"
1.0,0.0,0.0,17.0,14.0,5.0194882444768165,5.965237640384645,2.917615108064232,5.9957247032893966,0.10369067613384421,0.6276711250737204,0.1024027134805039,0.17188580903289108,0.7745677885061357,0.47884177785348664,"Draw"
0.0,1.0,0.0,20.0,21.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.33748614356363604,-0.29513467540042027,1.4054735532123068,-2.80883403902457E-4,6.866812224166472E-4,0.0011162072773137025,"Team2_Win"
0.0,1.0,0.0,21.0,22.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-3.624589816158834E-4,4.190829200967229E-4,0.0010816793477914782,-0.30728627009463955,-0.7531059913524525,1.062488160204143,"Team2_Win"
0.0,1.0,0.0,22.0,23.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.26601544733569854,0.8562875069842916,0.6703378131379498,-0.2156369954909322,-0.6070697330397884,0.7553058537037975,"Draw"
0.0,1.0,0.0,23.0,24.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-3.624589816158834E-4,4.190829200967229E-4,0.0010816793477914782,-2.80883403902457E-4,6.866812224166472E-4,0.0011162072773137025,"Team1_Win"
0.0,1.0,0.0,24.0,25.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-3.624589816158834E-4,4.190829200967229E-4,0.0010816793477914782,-0.3359699507865672,1.706160154351407,0.47884177785348664,"Team2_Win"
0.0,1.0,0.0,2.0,26.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,0.12468522247343303,1.113887786251726,1.0806461331794515,-0.33776288684090094,1.0677592516814731,0.4686023676368087,"Team1_Win"
0.0,1.0,0.0,25.0,14.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.3178066803804289,-0.7652919315967549,1.046453773175993,0.17188580903289108,0.7745677885061357,0.47884177785348664,"Team2_Win"
0.0,1.0,0.0,27.0,28.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-3.624589816158834E-4,4.190829200967229E-4,0.0010816793477914782,-2.80883403902457E-4,6.866812224166472E-4,0.0011162072773137025,"Team2_Win"
0.0,1.0,0.0,28.0,29.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.2697173849823792,-0.34592748047451816,0.6805955211389871,-0.30102810435339566,2.4442201793515443,1.1375771684597824,"Team2_Win"
0.0,1.0,0.0,29.0,3.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.330716328439983,-0.42394350438052647,1.097742313181181,-0.2655815417814191,1.2231715645379828,1.1239246215042118,"Team2_Win"
0.0,1.0,0.0,30.0,30.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.18332327883185856,-0.5991347392145931,0.45150670911581536,-0.2774468421355676,-0.641125815366975,0.47201550437570133,"Draw"
0.0,1.0,0.0,5.0,31.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.2903776144774122,-0.6598684215124234,0.10274463708053891,-0.2703610391278276,-0.731967312355721,0.5505176493702342,"Team1_Win"
0.0,1.0,0.0,31.0,32.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.3062119523579782,-0.27166136699960464,0.7831726011493629,-0.3299417475540881,0.34291399364470804,0.6597380250148014,"Team1_Win"
0.0,1.0,0.0,9.0,33.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.2684160426832935,-0.1792933246618494,1.036196065174955,-2.80883403902457E-4,6.866812224166472E-4,0.0011162072773137025,"Team1_Win"
0.0,1.0,0.0,32.0,34.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.3255694491562682,-0.8012068526082486,0.6669185771376035,-0.2500240896517917,0.2583907974748871,0.3662082654700267,"Team2_Win"
0.0,1.0,0.0,1.0,35.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.051682083122600864,-0.4543367111235495,0.9712305811683842,-0.29617132728548123,0.9851632378125166,1.0897932541152846,"Team2_Win"
0.0,1.0,0.0,33.0,5.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.3442763563646545,3.1570239065914634,0.8378803771548959,-0.20731221473142916,1.1481635364040568,0.9737466049929321,"Team2_Win"
0.0,1.0,0.0,20.0,36.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.33748614356363604,-0.29513467540042027,1.4054735532123068,-0.2818363078613876,0.15526000408021465,0.9362021008651117,"Team2_Win"
0.0,1.0,0.0,0.0,37.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,0.2919184543593441,0.7524248209880503,1.542242993226141,-0.30413249396306735,1.5659620254643418,0.6153672474091958,"Team1_Win"
0.0,1.0,0.0,17.0,38.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,0.10369067613384421,0.6276711250737204,0.1024027134805039,-0.3121819196003018,-0.43251260233131206,1.0181173825985372,"Draw"
0.0,1.0,0.0,19.0,39.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.0030876694605033567,0.40058899669054543,-0.020347858931912058,-0.33812644478354326,4.23926884115292,0.8713525028261501,"Team1_Win"
0.0,1.0,0.0,34.0,23.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.28204314370166245,-0.744219922489132,0.5335683731241158,-0.2156369954909322,-0.6070697330397884,0.7553058537037975,"Draw"
0.0,1.0,0.0,35.0,40.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,0.7632025643190092,-0.5477741530194481,1.097742313181181,-0.3038312024959098,-0.3182125513665294,0.5129731452424138,"Draw"
0.0,1.0,0.0,13.0,22.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,0.015480485382773718,-0.7478314798560842,0.7763341291486707,-0.30728627009463955,-0.7531059913524525,1.062488160204143,"Team1_Win"
0.0,1.0,0.0,36.0,41.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.32443911800146086,-0.7602795664070667,0.5985338571306867,-0.2538127207807071,0.8736039746879755,0.6870431189259433,"Team2_Win"
0.0,1.0,0.0,37.0,42.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.32254830923630534,-0.44570967130784495,1.0020037051714967,-2.80883403902457E-4,6.866812224166472E-4,0.0011162072773137025,"Team2_Win"
0.0,1.0,0.0,38.0,20.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.3070414216554394,0.9674949201326491,1.07380766117876,-0.25401859152075007,0.03759907618668984,-0.4846867235359294,"Draw"
0.0,1.0,0.0,39.0,43.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.2889060222573467,-0.6536649331166678,0.45492594511616113,-0.32231137754243705,0.03022137264107136,0.9464415110817903,"Team1_Win"
0.0,1.0,0.0,40.0,44.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.31174540102837994,2.4219500999196493,1.1216769651836014,-0.3153011941376525,-0.7891345438543728,0.68362998218705,"Team1_Win"
0.0,1.0,0.0,41.0,26.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.29315739223866505,0.14020914213503918,0.9199420411631963,-0.33776288684090094,1.0677592516814731,0.4686023676368087,"Team1_Win"
0.0,1.0,0.0,42.0,39.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.2774140127746824,1.204752585534758,1.1080000211822183,-0.33812644478354326,4.23926884115292,0.8713525028261501,"Team1_Win"
0.0,1.0,0.0,43.0,45.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,0.19268664351856024,-0.49991789234358575,-1.0355190274345945,-2.80883403902457E-4,6.866812224166472E-4,0.0011162072773137025,"Team1_Win"
0.0,1.0,0.0,44.0,46.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.32470274205785904,-0.722147976160138,0.019657202272134675,-0.168434491871828,-0.5864230929716772,0.4686023676368087,"Team2_Win"
0.0,1.0,0.0,45.0,47.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.34558795187551555,1.6862178637103757,0.4617644171168527,-0.2947998929251264,1.4639449350805898,1.2638632277988135,"Team2_Win"
0.0,1.0,0.0,46.0,48.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-3.624589816158834E-4,4.190829200967229E-4,0.0010816793477914782,-0.2576349071560713,-0.33241470986916116,0.6972825291426212,"Team2_Win"
0.0,1.0,0.0,31.0,49.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.3062119523579782,-0.27166136699960464,0.7831726011493629,-0.25629129381625443,-0.16525333898967104,1.0522487499874642,"Team2_Win"
0.0,1.0,0.0,47.0,51.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.22097788060607496,1.129981127383219,0.9575536371670011,-0.26137575574236205,-0.6710648206968234,0.6392592045814449,"Team1_Win"
0.0,1.0,0.0,48.0,52.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-3.624589816158834E-4,4.190829200967229E-4,0.0010816793477914782,0.322244350122342,0.7694126767533791,1.5573929873435877,"Team2_Win"
0.0,1.0,0.0,49.0,53.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-3.624589816158834E-4,4.190829200967229E-4,0.0010816793477914782,0.14957894042923475,1.1320192774287479,1.09661952759307,"Team2_Win"
0.0,1.0,0.0,24.0,12.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-3.624589816158834E-4,4.190829200967229E-4,0.0010816793477914782,0.017655646926797268,0.41646367642835136,-0.0024105023303875994,"Team1_Win"
0.0,1.0,0.0,50.0,54.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-3.624589816158834E-4,4.190829200967229E-4,0.0010816793477914782,-0.29531491463077814,-0.2579136252757079,0.7996766313094033,"Team2_Win"
0.0,1.0,0.0,35.0,36.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,0.7632025643190092,-0.5477741530194481,1.097742313181181,-0.2818363078613876,0.15526000408021465,0.9362021008651117,"Draw"
0.0,1.0,0.0,51.0,55.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.22904075778354657,-0.6197162612493581,0.7387225331448666,-0.03251724185338586,-0.44116693730358714,0.9873991519485027,"Team2_Win"
0.0,1.0,0.0,9.0,56.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.2684160426832935,-0.1792933246618494,1.036196065174955,-2.80883403902457E-4,6.866812224166472E-4,0.0011162072773137025,"Team1_Win"
0.0,1.0,0.0,2.0,21.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,0.12468522247343303,1.113887786251726,1.0806461331794515,-2.80883403902457E-4,6.866812224166472E-4,0.0011162072773137025,"Draw"
0.0,1.0,0.0,36.0,35.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.32443911800146086,-0.7602795664070667,0.5985338571306867,-0.29617132728548123,0.9851632378125166,1.0897932541152846,"Draw"
0.0,1.0,0.0,32.0,28.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.3255694491562682,-0.8012068526082486,0.6669185771376035,-2.80883403902457E-4,6.866812224166472E-4,0.0011162072773137025,"Draw"
0.0,1.0,0.0,30.0,51.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.18332327883185856,-0.5991347392145931,0.45150670911581536,-0.26137575574236205,-0.6710648206968234,0.6392592045814449,"Team1_Win"
0.0,1.0,0.0,28.0,57.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.2697173849823792,-0.34592748047451816,0.6805955211389871,0.21978922753581048,-0.4868923331678872,-1.0157708001076373,"Team2_Win"
0.0,1.0,0.0,29.0,25.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.330716328439983,-0.42394350438052647,1.097742313181181,-0.3359699507865672,1.706160154351407,0.47884177785348664,"Team1_Win"
0.0,1.0,0.0,39.0,5.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.2889060222573467,-0.6536649331166678,0.45492594511616113,-0.20731221473142916,1.1481635364040568,0.9737466049929321,"Draw"
0.0,1.0,0.0,53.0,58.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.3057131336051046,1.4447665740025977,1.248188697196398,-2.80883403902457E-4,6.866812224166472E-4,0.0011162072773137025,"Draw"
0.0,1.0,0.0,10.0,26.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.31446031168998395,-0.3317701145690311,0.49595677712031105,-0.33776288684090094,1.0677592516814731,0.4686023676368087,"Team1_Win"
0.0,1.0,0.0,5.0,41.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.2903776144774122,-0.6598684215124234,0.10274463708053891,-0.2538127207807071,0.8736039746879755,0.6870431189259433,"Team1_Win"
0.0,1.0,0.0,54.0,59.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.3323590871560204,0.015564873640412358,0.9301997491642343,-0.3346157511835304,3.181619691604025,0.8542868191316862,"Team1_Win"
0.0,1.0,0.0,17.0,17.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,0.10369067613384421,0.6276711250737204,0.1024027134805039,0.03682694456366122,-0.7355902963563622,0.7928503578316173,"Team1_Win"
0.0,1.0,0.0,55.0,29.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.26234600926331203,0.24301466834719898,0.3489296291054396,-0.30102810435339566,2.4442201793515443,1.1375771684597824,"Team1_Win"
0.0,1.0,0.0,16.0,31.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.2662148412343915,0.022919308434121672,-0.5034859057807802,-0.2703610391278276,-0.731967312355721,0.5505176493702342,"Team1_Win"
0.0,1.0,0.0,56.0,21.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.34732448087378986,1.0498304320522498,0.45150670911581536,-2.80883403902457E-4,6.866812224166472E-4,0.0011162072773137025,"Team2_Win"
0.0,1.0,0.0,35.0,60.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,0.7632025643190092,-0.5477741530194481,1.097742313181181,-0.3276049743064138,-0.2814612010546411,1.4208675177878787,"Team1_Win"
0.0,1.0,0.0,51.0,35.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.22904075778354657,-0.6197162612493581,0.7387225331448666,-0.29617132728548123,0.9851632378125166,1.0897932541152846,"Team2_Win"
0.0,1.0,0.0,26.0,43.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.2733405437852521,-0.6835095129544753,0.6224685091331078,-0.32231137754243705,0.03022137264107136,0.9464415110817903,"Team1_Win"
0.0,1.0,0.0,13.0,42.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,0.015480485382773718,-0.7478314798560842,0.7763341291486707,-2.80883403902457E-4,6.866812224166472E-4,0.0011162072773137025,"Team1_Win"
0.0,1.0,0.0,10.0,53.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.31446031168998395,-0.3317701145690311,0.49595677712031105,0.14957894042923475,1.1320192774287479,1.09661952759307,"Team1_Win"
0.0,1.0,0.0,27.0,48.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-3.624589816158834E-4,4.190829200967229E-4,0.0010816793477914782,-0.2576349071560713,-0.33241470986916116,0.6972825291426212,"Team1_Win"
0.0,1.0,0.0,25.0,9.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.3178066803804289,-0.7652919315967549,1.046453773175993,0.12790243568094958,0.6442642716762913,0.12012110659586121,"Team2_Win"
0.0,1.0,0.0,43.0,44.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,0.19268664351856024,-0.49991789234358575,-1.0355190274345945,-0.3153011941376525,-0.7891345438543728,0.68362998218705,"Team1_Win"
0.0,1.0,0.0,45.0,3.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.34558795187551555,1.6862178637103757,0.4617644171168527,-0.2655815417814191,1.2231715645379828,1.1239246215042118,"Team2_Win"
0.0,1.0,0.0,33.0,30.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.3442763563646545,3.1570239065914634,0.8378803771548959,-0.2774468421355676,-0.641125815366975,0.47201550437570133,"Team2_Win"
0.0,1.0,0.0,5.0,61.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.2903776144774122,-0.6598684215124234,0.10274463708053891,-0.3141341468365106,-0.7480777675026024,0.6153672474091958,"Team1_Win"
0.0,1.0,0.0,46.0,34.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-3.624589816158834E-4,4.190829200967229E-4,0.0010816793477914782,-0.2500240896517917,0.2583907974748871,0.3662082654700267,"Team2_Win"
0.0,1.0,0.0,57.0,47.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.34767660102242837,4.2113373059959365,0.8549765571566253,-0.2947998929251264,1.4639449350805898,1.2638632277988135,"Team2_Win"
0.0,1.0,0.0,47.0,27.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.22097788060607496,1.129981127383219,0.9575536371670011,-0.3144063340997096,-0.7098255324286752,0.03752319751465758,"Team1_Win"
0.0,1.0,0.0,1.0,20.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.051682083122600864,-0.4543367111235495,0.9712305811683842,-0.25401859152075007,0.03759907618668984,-0.4846867235359294,"Team1_Win"
0.0,1.0,0.0,58.0,49.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.3147521243111798,1.546461909743871,0.5985338571306867,-0.25629129381625443,-0.16525333898967104,1.0522487499874642,"Draw"
0.0,1.0,0.0,31.0,52.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.3062119523579782,-0.27166136699960464,0.7831726011493629,0.322244350122342,0.7694126767533791,1.5573929873435877,"Team2_Win"
0.0,1.0,0.0,22.0,31.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-0.26601544733569854,0.8562875069842916,0.6703378131379498,-0.2703610391278276,-0.731967312355721,0.5505176493702342,"Team1_Win"
0.0,1.0,0.0,50.0,32.0,-0.27494254254327566,-0.27198344384234885,-2.570428965794056E-4,-4.6234579383964156E-4,-3.624589816158834E-4,4.190829200967229E-4,0.0010816793477914782,-0.3299417475540881,0.34291399364470804,0.6597380250148014,"Team1_Win"
